tweet_id,tmp_id,text_x,tw_date_x,year,lang,metadata,AR,MB,author,date
49,9.09e+17,RT @VolunteerFla: Thank you @SofiaVergara for supporting the Florida Disaster Fund! https://t.co/6Bk6LpiTUR,2017-09-15 19:23:03+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,2,131546062,2017-09-15
50,9.09e+17,RT @FLHealthDuval: Be cautious of #FloodedRoads after #HurricaneIrma. Driving through high water could break down or sweep away your car. #…,2017-09-15 19:23:35+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",1,1,131546062,2017-09-15
51,9.09e+17,"RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/15/2017
3 PM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/OqKZb96lXo",2017-09-15 19:27:05+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
52,9.09e+17,".@MyFWC has deployed over 500 law enforcement vessels, including trucks, coastal &amp; river patrol boats, ATVs &amp; shallow draft boats.",2017-09-15 19:30:01+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
53,9.09e+17,50 FHP troopers are deployed to assist the Collier County Sherriff’s Office &amp; 20 troopers to assist St. Johns County law enforcement.,2017-09-15 19:56:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
54,9.09e+17,"RT @lyft: To do our part in the aftermath of Hurricane Irma, we are offering Relief Rides to those in need. Learn more: https://t.co/zNF5SE…",2017-09-15 20:15:25+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
55,9.09e+17,Port of Key West remains closed to all boat traffic until the @USCG has determined that all areas surrounding the port are safe.,2017-09-15 20:21:01+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",1,3,131546062,2017-09-15
56,9.09e+17,".@MyFWC has 155 officers &amp; 34 vessels in Monroe County, including Special Operations Group officers, to continue operations in the Keys.",2017-09-15 20:52:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",1,2,131546062,2017-09-15
57,9.09e+17,RT @USNationalGuard: .@FLGuard members keep Hurricane Irma relief supplies flowing: https://t.co/WJiT571Qqr https://t.co/bUhgj5lIaz,2017-09-15 20:55:15+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
58,9.09e+17,El Puerto de Key West permanece cerrado al tráfico de todo tipo de embarcaciones hasta que @USCG determine que el entorno es seguro.,2017-09-15 20:57:10+00:00,2017,es,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
59,9.09e+17,".@MyFWC tiene 155 oficiales y 34 lanchas operando en el condado de Monroe, incluyendo oficiales del Grupo de Operaciones Especiales.",2017-09-15 21:00:58+00:00,2017,es,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
60,9.09e+17,"RT @FLSERT: Text ""FLResponds"" to 888-777 to receive updates from the State Emergency Response Team for #Irma storm updates #FLResponds",2017-09-15 21:02:06+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
61,9.09e+17,"As Americans, we do not turn our backs on those who represent the best of our country. I'm proud to stand with #DREAMEers. #ProtectDACA https://t.co/9goIsz0aQI",2017-09-15 21:18:34+00:00,2017,en,"{""id"":""818554054309715969"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/fq26igiB6n"",""expanded_url"":""http://www.rosen.senate.gov"",""display_url"":""rosen.senate.gov""}]}},""username"":""SenJackyRosen"",""pinned_tweet_id"":""1540499155033985027"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1520041466109825025/Rpk8egu1_normal.jpg"",""protected"":false,""name"":""Senator Jacky Rosen"",""url"":""https://t.co/fq26igiB6n"",""public_metrics"":{""followers_count"":49175,""following_count"":819,""tweet_count"":10219,""listed_count"":1037},""created_at"":""2017-01-09T20:24:29.000Z"",""description"":""Working across the aisle to deliver for hardworking Nevada families in the U.S. Senate. Proud mom and wife. Former computer programmer and synagogue president."",""location"":""Nevada"",""verified"":true}",1,1,818554054309715969,2017-09-15
62,9.09e+17,.@FLGuard has established a staging area in Marathon to supply six points of distribution with food &amp; water in Monroe County.,2017-09-15 21:19:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
63,9.09e+17,More than 77 percent of all power outages have been restored across the state.  https://t.co/yxtgl1n4c4,2017-09-15 21:28:06+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
64,9.09e+17,.@FLGuard is operating two command post nodes &amp; site communications capability systems to support communications capabilities in the Keys.,2017-09-15 21:32:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,3,131546062,2017-09-15
65,9.09e+17,"En más del 77 por ciento de todos los apagones, el servicio eléctrico ya ha sido restablecido en todo el estado. https://t.co/yxtgl1n4c4",2017-09-15 21:33:54+00:00,2017,es,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
66,9.09e+17,.@FLGuard estableció un área de posicionamiento en Marathon para abastecer con agua y alimentos seis puntos de distribución en Monroe,2017-09-15 21:39:15+00:00,2017,es,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
67,9.09e+17,.@MyFDOT is coordinating support of debris removal in Big Pine Key &amp; working their way into other locations as directed by Monroe County.,2017-09-15 21:49:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
68,9.09e+17,"On Monday, I'm hosting a Medicare &amp; Social Security resource fair at Paradise Hills Community Center in Albuquerque. I hope you'll be there. https://t.co/K2ImRyqNU4",2017-09-15 22:03:25+00:00,2017,en,"{""id"":""19318314"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/XrDWdFiStS"",""expanded_url"":""http://lujan.senate.gov"",""display_url"":""lujan.senate.gov""}]}},""username"":""SenatorLujan"",""pinned_tweet_id"":""1377047772130635780"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1387056181861040128/LqbW4kWp_normal.jpg"",""protected"":false,""name"":""Senator Ben Ray Luján"",""url"":""https://t.co/XrDWdFiStS"",""public_metrics"":{""followers_count"":41271,""following_count"":994,""tweet_count"":6889,""listed_count"":1478},""created_at"":""2009-01-22T01:00:32.000Z"",""description"":""United States Senator for New Mexico"",""verified"":true}",2,2,19318314,2017-09-15
69,9.09e+17,"FHP is providing traffic escorts to resources in route to the Keys, such as fuel tankers, food and water deliveries.",2017-09-15 22:12:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",2,2,131546062,2017-09-15
70,9.09e+17,FHP has a squad of troopers assigned to Key West to assist with any local law enforcement needs.,2017-09-15 22:34:00+00:00,2017,en,"{""name"":""Rick Scott"",""url"":""https://t.co/N5TDVcCjcr"",""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/N5TDVcCjcr"",""expanded_url"":""http://www.rickscott.senate.gov"",""display_url"":""rickscott.senate.gov""}]},""description"":{""urls"":[{""start"":98,""end"":121,""url"":""https://t.co/O6Ra1UNojy"",""expanded_url"":""http://instagram.com/flsenrickscott"",""display_url"":""instagram.com/flsenrickscott""}],""hashtags"":[{""start"":83,""end"":97,""tag"":""LetsGetToWork""}]}},""id"":""131546062"",""created_at"":""2010-04-10T16:03:04.000Z"",""username"":""SenRickScott"",""description"":""Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg"",""location"":""The Sunshine State"",""verified"":true,""public_metrics"":{""followers_count"":393608,""following_count"":1266,""tweet_count"":22513,""listed_count"":4081},""pinned_tweet_id"":""1573331112079892480"",""protected"":false}",3,3,131546062,2017-09-15
