tweet_id,old_tweet_id,text,old_text,author_id,old_author_id,tw_date,year,AR,MB,similarity
908790222032433152,9.08802424869146e+17,"On #POWMIARecognitionDay, we honor the brave men &amp; women who defended our freedoms abroad &amp; have yet to return home. https://t.co/KmH8KVs7Sr",Pleased to share this #POWMIARecognitionDay story of one MI WWII airman whose remains will finally return home https://t.co/rei0K6y2AT,221162525,Gary Peters,2017-09-15,2017,3,3,49.0
908827776651747328,9.08804642196393e+17,"No one, neither the Russians nor large corporations, should have the ability to influence our elections from the shadows. https://t.co/D4FBDpMq4o",More than 77 percent of all power outages have been restored across the state.  https://t.co/yxtgl1n4c4,72198806,Rick Scott,2017-09-15,2017,3,3,46.0
908773556560969728,9.08805007427997e+17,#HispanicHeritageMonth celebrates a legacy and culture that strengthens our country. https://t.co/Ik1FOUAf6c,"So the golf clubs are pay to play. Are the tax cuts pay to play, too? Probably so if Trump won't release the guest lists. https://t.co/SI0FI84DO1",41363507,Ron Wyden,2017-09-15,2017,1,1,40.0
908758314451795968,9.08805625710231e+17,Will help communities to restore communications &amp; respond quickly regardless of what Mother Nature throws at them https://t.co/awjpCXwpRh,.@FLGuard is operating two command post nodes &amp; site communications capability systems to support communications capabilities in the Keys.,117501995,Rick Scott,2017-09-15,2017,2,3,41.0
908706850161483776,9.08806104968253e+17,Congrats to the Lynx on playoff victory agst Mystics! Whalen goes 'vintage Lindsay' at Barn to lead Lynx to victory https://t.co/lN45qIMUu6,"En m√°s del 77 por ciento de todos los apagones, el servicio el√©ctrico ya ha sido restablecido en todo el estado. https://t.co/yxtgl1n4c4",33537967,Rick Scott,2017-09-15,2017,3,3,43.0
908774940555534336,9.08807451314671e+17,"Dreamers, we want to hear your stories. Use the hashtag #HereToStay and we’ll RT some so others can hear your voice.",.@FLGuard estableci√≥ un √°rea de posicionamiento en Marathon para abastecer con agua y alimentos seis puntos de distribuci√≥n en Monroe,30354991,Rick Scott,2017-09-15,2017,3,3,33.0
908816804826329088,9.08809903875035e+17,"Credit reporting agencies can ruin your life with their mistakes, but they are totally unaccountable. We must change the law.",.@MyFDOT is coordinating support of debris removal in Big Pine Key &amp; working their way into other locations as directed by Monroe County.,47747074,Rick Scott,2017-09-15,2017,2,2,36.0
908765781999194112,9.08813530710921e+17,"On #POWMIARecognitionDay, we honor all POWs &amp; those still missing. Our nation &amp; the families left behind will never forget their heroism. https://t.co/vDz69pux5n","On Monday, I'm hosting a Medicare &amp; Social Security resource fair at Paradise Hills Community Center in Albuquerque. I hope you'll be there. https://t.co/K2ImRyqNU4",19394188,Ben Ray Lujan,2017-09-15,2017,2,2,43.0
908735724333228034,9.08815692945747e+17,Veterans who have the training &amp; experience to operate trucks &amp; buses in combat zones have the skills to drive trucks on our highways.,"FHP is providing traffic escorts to resources in route to the Keys, such as fuel tankers, food and water deliveries.",970207298,Rick Scott,2017-09-15,2017,2,2,38.0
908773887797813248,9.08821228269522e+17,RT @GLFOP: We are proud to support @JohnCornyn's and @ChrisCoons National White Collar Crime Control Act! Law enforcement needs the tools t…,FHP has a squad of troopers assigned to Key West to assist with any local law enforcement needs.,13218102,Rick Scott,2017-09-15,2017,3,3,40.0
908486774602604544,9.08828274838474e+17,From #AffordableHousing to #infrastructure these grants will help revitalize &amp; bolster our native communities in WA https://t.co/861dnQ660a,.@fdlepio is coordinating state law enforcement radio system repairs &amp; establishing temp. communications for first responders in Monroe Co.,117501995,Rick Scott,2017-09-15,2017,2,2,39.0
908836760544722944,9.08834314460286e+17,RT @SenSchumer: Sen Cassidy says Cassidy-Graham healthcare bill is close to having 50 votes. We can't rest - this bill wont #ProtectOurCare!,@FLDEPNews requested an Emergency Management Assistance Compact for crews to assist repairs to the main line from Key Largo to Key West,15808765,Rick Scott,2017-09-15,2017,3,3,34.0
908498106391678978,9.0884066264007e+17,"Fixing these discrepancies is critical — all children deserve the chance to succeed in school.
https://t.co/IsvfbdslI4",RT @FLSERT: If your home or business was damaged call Florida toll-free Insurance Consumer Helpline at 1-877-693-5236 #FLResponds https://t‚Ä¶,30354991,Rick Scott,2017-09-15,2017,2,2,37.0
908732504542203910,9.08842117702721e+17,"GCHJ is a fundamentally different approach to health care than Obamacare. We are giving the power over health care to the states, not DC.",Baby supply kits and food and water to support more than 100 first responders are mobilized to be deployed to Monroe County.,55677432,Rick Scott,2017-09-15,2017,3,2,37.0
908858477694636032,9.08843391164796e+17,"Congress must swiftly pass the #DreamAct. It’s the right thing to do. 800,000 Dreamers know no other home.","Kits de suministros para bebes, y agua y alimentos para 100 socorristas van en camino para ser desplegados en el condado de Monroe.",30354991,Rick Scott,2017-09-16,2017,3,3,33.0
909139491432157184,9.08847290361745e+17,You'd best bee-lieve we're buzzing over our homemade honey! ICYMI: My family and I recently took up beekeeping: https://t.co/kKrPf7VgOS https://t.co/wslc5DyQKJ,Florida is 100% focused on helping Monroe County get their residents home quickly and safely- see how here: https://t.co/kT2bIUqAX0 https://t.co/wnbkYAr9M0,221162525,Rick Scott,2017-09-16,2017,2,3,45.0
908876593598214145,9.08849279023943e+17,Our plan to repeal and replace #Obamacare returns power to the states where it belongs. https://t.co/8kBVT1Slmk,Our aggressive efforts to expedite fuel resupply has reduced by shortages by 60% https://t.co/VgjOpCj0DJ,41363507,Rick Scott,2017-09-16,2017,1,3,46.0
908859523162628096,9.08850924671483e+17,I've compiled a list of resources for Georgians recovering from Hurricane Irma on my website here: https://t.co/4tsq84R1Sp.,Gov. Scott issues updates on continued Hurricane Irma response efforts: https://t.co/mtvhCZBXz9,78403308,Rick Scott,2017-09-16,2017,2,2,48.0
909196078779650048,9.08851930751016e+17,Doing nothing is not an option. #GrahamCassidy -Heller-Johnson https://t.co/kIvBfR4o0K,"The best path forward is to pass #GrahamCassidy.

https://t.co/9zSoCqfzQC 

by @WSJopinion",55677432,Lindsey Graham,2017-09-16,2017,2,2,44.0
909106351611219968,9.08853943895314e+17,Unbelievable. Republicans are at it again with another effort to dismantle Americans’ health care. https://t.co/DTJMcyEG6S,.@FLDEPNews is mobilizing Beach Response Teams &amp; participating with assistance of @USACEHQ in efforts to expedite recovery of FL beaches.,18137749,Rick Scott,2017-09-16,2017,2,2,36.0
909070030511337473,9.08855957492346e+17,"Equifax is a perfect embodiment of what is wrong with the American economy. They harm you, you have to pay them to fix it. This is not ok.",".@VolunteerFla is working with Johnson &amp; Johnson to provide baby supplies, personal hygiene, and first-aid items to hurricane victims",47747074,Rick Scott,2017-09-16,2017,2,2,34.0
909046772470833152,9.08860738533564e+17,Went to thank volunteers at @nc_missions @CFMiami &amp; @RedCross for helping #Florida This morning they left for #FloridaKeys with hot meals https://t.co/XM9sU0gbKj,".@VolunteerFla's Community Emergency Response Teams are assisting special needs residents, managing shelters, and feeding first responders",15745368,Rick Scott,2017-09-16,2017,3,3,37.0
909034757257908224,9.08868763981934e+17,Are you following Sen Hatch on Instagram? Check out his story for highlights from this week in #OGhistory. #utpol https://t.co/z7fGAv8hko https://t.co/xxrEUT8FoK,RT @FLSERT: Hurricane #Irma Power Outage Numbers as of 9/15/2017 9 PM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/BpmOefjynM,262756641,Rick Scott,2017-09-16,2017,3,3,38.0
908859523162628096,9.0887641623783e+17,I've compiled a list of resources for Georgians recovering from Hurricane Irma on my website here: https://t.co/4tsq84R1Sp.,I‚Äôm directing @FloridaDBPR to make it easier for Floridians to rebuild following Hurricane Irma: https://t.co/tcAq1dWsAP,78403308,Rick Scott,2017-09-16,2017,2,2,49.0
908919172616396802,9.08876549583187e+17,"(3/?) where we are and where we are going. But today, in light of Charlottesville, there was a sense of urgency that we must do more",Families across the state are beginning to rebuild their homes &amp; businesses &amp; we must do all we can to help them recover quickly &amp; safely.,239548513,Rick Scott,2017-09-16,2017,3,1,38.0
908875528056094720,9.0888213067078e+17,"RT @womensmarch: Senate Republicans are trying to repeal the ACA once again.

We stopped TrumpCare before, and we'll do it again.
https://t…",".@VolunteerFla's @AmeriCorps members are serving in special needs shelters, supporting crisis hotlines, and providing cleanup activities",15808765,Rick Scott,2017-09-16,2017,2,2,34.0
908868580913090560,9.09018024992223e+17,RT @SenDuckworth: I intro’d several new bills—including 2 w/@SenCortezMasto—to protect Vets &amp; servicemembers who are immigrants → https://t…,.@VolunteerFla's @AmeriCorps teams continue to provide disaster response services to Floridians.,811313565760163844,Rick Scott,2017-09-16,2017,3,3,37.0
909020265719500805,9.0902159078402e+17,Finding America’s Lost 3% Growth https://t.co/HcmLJdquuL,Joining @hughhewitt on @MSNBC shortly. Tune in! https://t.co/gLjcLxnPke,13218102,Tom Cotton,2017-09-16,2017,3,3,44.0
909191487140843525,9.09024065385635e+17,"Good luck tonight, @LSUfootball! #geauxtigers",Happy birthday @RepStephMurphy!,816683274076614656,Kyrsten Sinema,2017-09-16,2017,3,3,24.0
909147940895232002,9.09024073048567e+17,"Again, Pope Francis, thank you for calling out the climate deniers. https://t.co/gJug1iTwde",Happy birthday @JoaquinCastroTX!,242555999,Kyrsten Sinema,2017-09-16,2017,3,3,29.0
909024075506368512,9.0902407623188e+17,This week I called Josephine Lauddan to wish her a very happy 100th birthday! #WV https://t.co/CIt6A6ZDeR,Happy birthday @RepAbraham!,234374703,Kyrsten Sinema,2017-09-16,2017,3,3,23.0
909034757257908224,9.09027024345473e+17,Are you following Sen Hatch on Instagram? Check out his story for highlights from this week in #OGhistory. #utpol https://t.co/z7fGAv8hko https://t.co/xxrEUT8FoK,RT @FLSERT: Hurricane #Irma Power Outage Numbers as of 9/16/2017 6 AM ET. PDF at: https://t.co/MdtDTxRJZf #FLResponds https://t.co/o2vm1KS8‚Ä¶,262756641,Rick Scott,2017-09-16,2017,3,3,38.0
909101040976490496,9.09035893826109e+17,To these 9 #Spartans: Thanks for making all of us in MI very proud with your dedication to the Houston relief effort https://t.co/lQ4DfCgmsU,.@VolunteerFla is working with multiple volunteer partners to coordinate and deploy volunteers to assist with #HurricaneIrma relief efforts,76456274,Rick Scott,2017-09-16,2017,2,2,36.0
909126018438443014,9.09040926466621e+17,"People willing to put their lives on the line for this country shouldn’t have to endure this kind of uncertainty. 
https://t.co/lSaVrrkMI1",My staff stopped by the Bluefield Coal Show to see hundreds of exhibitors showcase new innovative coal technology &amp; equipment. https://t.co/txsJgbvZZr,72198806,Shelley Moore Capito,2017-09-16,2017,3,3,38.0
909093015238709248,9.09042492653305e+17,The Tripoli (LHA-7) has been christened! Congratulations @USNavy and @HIIndustries. One step closer to #355Ships. https://t.co/ixVMC1ZGL8,Power has been restored to more than 5.6 million homes and businesses. https://t.co/9MUVvb5rvs,264219447,Rick Scott,2017-09-16,2017,3,3,46.0
909056808433700864,9.09045456621178e+17,Help is on the way this morning for #FloridaKeys. @nc_Missions &amp; @CFMiami just left with hot meals &amp; more to come in days ahead. Thank you! https://t.co/UGx6vEUphE,.@FLHSMV is waiving certain driver license &amp; motor vehicle service fees for individuals impacted by Hurricane Irma: https://t.co/WxjxxUVi3p,15745368,Rick Scott,2017-09-16,2017,2,2,42.0
909087700774522886,9.09047998650314e+17,RT @masslivenews: State begins $350 million project to expand Boston Harbor for larger ships https://t.co/m5KZyPac92 https://t.co/BD1vTgllKe,"RT @12News: TODAY: 12 News is working w/ Salvation Army to collect, transport, distribute supplies to survivors. https://t.co/1pIUZ8Ekfu ht‚Ä¶",21406834,Kyrsten Sinema,2017-09-16,2017,2,3,39.0
909117890296762370,9.09071507820818e+17,Don't miss Senator Hatch's week in review story on Instagram! #utpol https://t.co/z7fGAv8hko https://t.co/dQIS5pizSv,"For those who wish to aid in #Irma relief, visit: https://t.co/HS9RUSHO1X or https://t.co/WuJWcOZVPv. You can also call 1-800-FL-Help-1.",262756641,Pat Toomey,2017-09-16,2017,2,2,39.0
909121222293651457,9.09094781174927e+17,Congress owes it to #smallbiz &amp; middle class families everywhere to enact comprehensive #taxreform. #Jobs https://t.co/2lr8a98Wwm,Listened to caregivers at Dementia Friendly Tempe's Success Stories event. Their experiences shape our work to support Arizona caregivers. https://t.co/kBNj439F36,18915145,Kyrsten Sinema,2017-09-16,2017,1,1,41.0
909191339216076800,9.09099107129507e+17,@POTUS Bipartisan effort to improve health care ongoing but Trump &amp; some in @SenateGOP continuing 7 year crusade to destroy our health care system.,Spoke w leaders of MO law enforcement this AM who are keeping peace in STL. Doing amazing job. Thx for your service #JasonStockleyverdict,247334603,Josh Hawley,2017-09-16,2017,3,3,37.0
909127704645169159,9.09100200031019e+17,"If we invest in #cleanenergy jobs &amp; transition oil/coal workers, we can grow the economy AND fight #climatedisruption. #CFESummit https://t.co/ZVV5XewbZW",Let's be clear: vandals &amp; looters who use protests as excuse for crime should be prosecuted. #JasonStockleyverdict,223166587,Josh Hawley,2017-09-16,2017,1,1,36.0
909124735442804741,9.09100587119022e+17,"Affordable child care is not only the right thing to do for working families, but also a smart investment in our children, future &amp; economy.","I call on STL Circuit Atty to fully enforce laws against vandalism, looting, assault &amp; rioting. Keep citizens safe #JasonStockleyverdict",158470209,Josh Hawley,2017-09-16,2017,1,1,34.0
909020265719500805,9.09103715356778e+17,Finding America’s Lost 3% Growth https://t.co/HcmLJdquuL,#STLVerdict #JasonStockleyverdict https://t.co/bmqNpbq9fM,13218102,Josh Hawley,2017-09-16,2017,2,2,42.0
909113440060497920,9.09107147685945e+17,"Tomorrow is #ConstitutionDay, a day to celebrate the document that secures our rights &amp; liberties &amp; unites us all: https://t.co/6bQdCAw4TQ",Americans want a #FlatterFairerSimpler tax code that grows jobs &amp; lets them keep more of their hard-earned paychecks https://t.co/MJhfKj90x2 https://t.co/fz0j9B8kCX,486694111,Marsha Blackburn,2017-09-16,2017,1,1,39.0
909087700774522886,9.0912189051351e+17,RT @masslivenews: State begins $350 million project to expand Boston Harbor for larger ships https://t.co/m5KZyPac92 https://t.co/BD1vTgllKe,"RT @HealthyFla: For all water quality issues and questions, please consult your county health department: https://t.co/oDMaXFEkcS https://t‚Ä¶",21406834,Rick Scott,2017-09-16,2017,2,2,43.0
909162716090249216,9.09122147498504e+17,RT @FEMARegion6: NEW DRC in Jefferson Co @ Christus St Mary Hospital! Visit https://t.co/L0Z8bqTXrU or call 800-621-FEMA for more info #Har…,"RT @FLHSMV: UPDATE: U.S. 41 has reopened to traffic. See https://t.co/G2VbfEi6M9 for real time traffic updates, road closure and detours. #‚Ä¶",1074480192,Rick Scott,2017-09-16,2017,2,2,36.0
909137816415801347,9.09123316396494e+17,Learn about the lives of the brave NDans who gave their lives during Vietnam War on my interactive webpage: https://t.co/d0cG6s4zx1,I directed AHCA &amp; DOEA to issue emergency rules to keep Floridians safe in healthcare facilities during emergencies. https://t.co/yyXXDcM1be,1061029050,Rick Scott,2017-09-16,2017,2,2,43.0
909016564057411584,9.09123385493467e+17,"RT @NPPC: We agree @TexasPork! Thank you Senator @JohnCornyn for meeting with our producers this week to talk trade, FMD, regulatory reform…",I will also aggressively fight for legislation to put this requirement into law in the 2018 Legislative Session.,13218102,Rick Scott,2017-09-16,2017,2,2,37.0
909133539865657345,9.09123622891073e+17,.@BadgerFootball is on the road this week taking on @BYUfootball. Good luck Badgers! We'll be cheering for you back home! #OnWisconsin,I am outraged over the deaths at Rehabilitation Center at Hollywood Hills. We must understand their decision to keep patients in danger.,1074518754,Rick Scott,2017-09-16,2017,1,1,36.0
909190178698399744,9.09123681028395e+17,"800,000 young adults and children were brought into the country by their parents with no say in the matter. We must fight for them.","As ANY health care provider knows to do, if their patients are in danger ‚Äì they MUST call 911.",308794407,Rick Scott,2017-09-16,2017,1,1,40.0
909105518752485376,9.09144233789009e+17,The Rs are back trying to take away health care for millions of Americans with the worst plan yet! Time to activate one more time!,I'm getting feedback on how we can reform and strengthen the National Flood Insurance Program,76456274,Chris Murphy,2017-09-16,2017,2,1,36.0
909069378410426368,9.09158954692886e+17,We must hold @Equifax accountable. Read my plan and sign on to add your support right now: https://t.co/lmCM5O3Yo2,Was your data compromised in the Equifax data breach? Read our newsletter for info on how to protect your identity: https://t.co/fuc8uF9TAg,24768753,Kyrsten Sinema,2017-09-16,2017,1,1,47.0
909061964806197250,9.09171019218345e+17,NJ'ans always help out. Proud of NJ Air Guard from @jointbasemdl for volunteering to help #HurricaneIrma victims https://t.co/TTm9t2ot5W,RT @FLSERT: For Keys related information from Monroe County Emergency Management see https://t.co/D3T1f9U9hn,18695134,Rick Scott,2017-09-16,2017,2,2,42.0
908859523162628096,9.09175980094377e+17,I've compiled a list of resources for Georgians recovering from Hurricane Irma on my website here: https://t.co/4tsq84R1Sp.,RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/16/2017 6:00 PM ET. PDF at: https://t.co/MdtDTxRJZf #FLResponds https://t.‚Ä¶,78403308,Rick Scott,2017-09-16,2017,3,3,38.0
908859523162628096,9.09176174819069e+17,I've compiled a list of resources for Georgians recovering from Hurricane Irma on my website here: https://t.co/4tsq84R1Sp.,Gov. Scott Issues Updates on Continued Hurricane Irma Response Efforts: https://t.co/Pdx0t3RaSC,78403308,Rick Scott,2017-09-16,2017,2,2,52.0
908858477694636032,9.0917629792609e+17,"Congress must swiftly pass the #DreamAct. It’s the right thing to do. 800,000 Dreamers know no other home.",US 41 bridge at the Santa Fe River is now open.,30354991,Rick Scott,2017-09-16,2017,2,2,35.0
908859523162628096,9.09178213628354e+17,I've compiled a list of resources for Georgians recovering from Hurricane Irma on my website here: https://t.co/4tsq84R1Sp.,.@FloridaAPD has created a Recovery Toolkit with vital resources to recover from Hurricane Irma. Visit: https://t.co/yc38Bu4q8F,78403308,Rick Scott,2017-09-16,2017,2,2,58.0
909143770666586112,9.09186472636506e+17,"Sat down with mayors, insurance agents, realtors, &amp; resiliency experts in #WestHaven to talk about flood insurance https://t.co/pjySIwbAXq",Met with state &amp; local leaders in Sebring to discuss #HurricaneIrma response and recovery today. https://t.co/YH9tjrK3xl,150078976,Rick Scott,2017-09-16,2017,2,2,44.0
909416367467634688,9.09207676957134e+17,RT @endrapeoncampus: 29 Senators just stood up for the preservation of Title IX 👏👏👏 https://t.co/bLapjLmfIM,RT @govtrack: S. 1393 by @JohnCornyn passed the Senate y‚Äôday (‚ÜíHouse). Jobs for Our Heroes Act https://t.co/d4U2hRSMHH üèõÔ∏è,72198806,John Cornyn,2017-09-17,2017,2,2,40.0
909417900347461632,9.09386453938925e+17,Happy birthday @ChuckGrassley! https://t.co/gOJFt9QtFo,Happy birthday Sen. @ChuckGrassley!,78403308,Kyrsten Sinema,2017-09-17,2017,3,3,67.0
909470905407066114,9.09425091397738e+17,RT @dcexaminer: Preserving the Constitution means putting DACA in Congress' hands https://t.co/samIoVXEb2 by @SenatorRounds https://t.co/8o…,RT @monroecounty: Check our website for the latest information &amp; how you can help in recovery efforts. https://t.co/2BS1Pv2f1v #KeysRecover‚Ä¶,2955485182,Rick Scott,2017-09-17,2017,2,2,41.0
909443332467605504,9.09434723583307e+17,Drug overdoses are the #1 cause of accidental death in America. This epidemic affects every community: https://t.co/gVKyMzltHk #STOPAct,"RT @FLSERT: Avoid floodwaters as they may contain raw sewage, sharp objects and/or downed power lines #FLResponds https://t.co/7cgxJgVZGy",18915145,Rick Scott,2017-09-17,2017,2,1,40.0
909507656154599425,9.09435026042785e+17,The #Equifax hack is extremely concerning &amp; we must act now to protect consumers. My op-ed in the @Salem_Statesman: https://t.co/YnwG8KtZy7,Individual assistance through though @fema is now available for 48 FL counties. More info at https://t.co/T6NYhRVkGe,29201047,Rick Scott,2017-09-17,2017,2,2,41.0
909469383130464256,9.09440057060188e+17,I joined @chucktodd on @MeetThePress this morning to discuss DACA. WATCH: https://t.co/a2oK3yWv4D,"For up-to-date info on boil water notices, visit https://t.co/GbA1KvI2rE",968650362,Rick Scott,2017-09-17,2017,1,1,43.0
909461315181273088,9.09445454185803e+17,"Spending cuts to the military put our service members' lives at risk. We must rebuild the military, starting by passing the #FY18NDAA. https://t.co/KW70YuMQXa","RT @HealthyFla: Use mosquito repellent after #Irma. Remember to drain pots, garbage cans &amp; other items that hold standing water. #DrainandC‚Ä¶",19394188,Rick Scott,2017-09-17,2017,1,2,35.0
909454360089890816,9.09446600694448e+17,"OTDIH 1787: our founders signed the Constitution, a first step in what has become the greatest experiment in self-governance. https://t.co/kpS5qvfLLB",Do not try to handle downed power lines. Contact your local utility company to report it.,221162525,Rick Scott,2017-09-17,2017,1,1,34.0
909514299298713600,9.09449873396764e+17,Republicans' latest version of Trumpcare would raise costs for patients &amp; families &amp; gut medicaid. Keep making your voices heard!,The Florida Emergency Information Line is available for Floridians &amp; visitors 24/7 at 1-800-342-3557,158470209,Rick Scott,2017-09-17,2017,3,3,32.0
909232487829827584,9.09452136613892e+17,Honored to meet first responders fighting the #ChetcoBarFire. I’ll keep working to secure more resources for firefighting &amp; recovery. https://t.co/Ol1pkU8100,Thank you to every first responder working to keep Floridians safe. With @MarcoIslandPD now to tour local impacts. https://t.co/gNmQ1Hee8u,223166587,Rick Scott,2017-09-17,2017,3,3,45.0
909455172283269120,9.09454331237273e+17,"RT @Panthers: GAMEDAY! #KeepPounding

Everything you need to know: https://t.co/cGMCODn9aw https://t.co/T5EYwMXd4R",RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/17/2017 12:00PM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/5N5Xz598r‚Ä¶,2964174789,Rick Scott,2017-09-17,2017,3,3,39.0
909552583999553536,9.09454408110415e+17,They won't stop until the end of September. We cannot stop until the end of September. https://t.co/ONTMMgmh68,"Info on how to go about taking these steps, and more, can be found here: https://t.co/1LjYW1ay55",47747074,Ben Cardin,2017-09-17,2017,3,3,46.0
909514299298713600,9.09454423969148e+17,Republicans' latest version of Trumpcare would raise costs for patients &amp; families &amp; gut medicaid. Keep making your voices heard!,RT @SCNationalGuard: #SCGuard Soldiers in Pasco #Florida assist w/ donations for residents impacted by #Irma. #neighborshelpingneighbors @F‚Ä¶,158470209,Rick Scott,2017-09-17,2017,3,2,35.0
909546273912614913,9.09455662207209e+17,"“Wouldn’t you pay $7 a year to get money out of politics?” A great conversation with @ChelseaHandler.
https://t.co/C292hW1gLa","To find a nearby point of distribution with emergency supplies, such as meals and water, visit https://t.co/zhBi8Db69j",72198806,Rick Scott,2017-09-17,2017,2,2,44.0
909521342088777728,9.09461925934895e+17,We the People. https://t.co/7cf0TWs1O9,It's hard to improve on the original. https://t.co/QYcqbH9Ybl,41363507,Kevin Cramer,2017-09-17,2017,3,3,51.0
909507656154599425,9.09462958840832e+17,The #Equifax hack is extremely concerning &amp; we must act now to protect consumers. My op-ed in the @Salem_Statesman: https://t.co/YnwG8KtZy7,Stopped by Kirk Fish Co. in Marco Island - We‚Äôre committed to getting families &amp; businesses back to work quickly &amp; safely. https://t.co/5AQbKYVMTu,29201047,Rick Scott,2017-09-17,2017,1,1,39.0
909465306027954185,9.09465104617545e+17,.@NIROPE and friends at today's Alzheimer's walk. https://t.co/5HtRcYCoeL,Just Dance kids at Walk to End Alzheimer's in Newport today. https://t.co/CHQ961Z05s,242555999,Sheldon Whitehouse,2017-09-17,2017,3,3,56.0
909401553865293824,9.09468890702467e+17,"I hope your birthday is as great as your love for ice cream. Happy Birthday to my dear friend, Senator @ChuckGrassley! https://t.co/QlJ6NJfHVa","Get help with federal agencies at #MobileOfficeHours Thursday, Sept. 21, 1:00-2:30pm, Chandler Sunset Library (4930 W. Ray Rd., Chandler). https://t.co/xVnp0GYh2o",2856787757,Kyrsten Sinema,2017-09-17,2017,2,2,36.0
909511534531014657,9.09469792716935e+17,Today we celebrate the words that have kept our country together through 230 yrs of challenges &amp; accomplishments. https://t.co/VITZoY958C,"RT @fl511_state: Updated: Flooding in Alachua on US-27 north at North Of High Springs, all lanes blocked. Last updated at 01:24:49PM. https‚Ä¶",18061669,Rick Scott,2017-09-17,2017,2,2,33.0
909454904292339712,9.09469868461842e+17,Our National Guard deserves the same retirement benefits as other service members. @WSAZnews has more on my efforts: https://t.co/dOjYgMlqq7,"RT @femaregion4: #FL, don't wait to clean up storm damage. Document damage with photos or videos. #Irma https://t.co/4nukB6nQ70",193794406,Rick Scott,2017-09-17,2017,2,3,40.0
909461981459091456,9.09478579188224e+17,Text FEARLESS to 225568 now to get #TeamKamala updates from Capitol Hill and the Golden State.,"RT @FLHSMV: UPDATE: U.S. 27 has reopened to traffic. See https://t.co/G2VbfEi6M9 for real time traffic updates, road closure and detours. #‚Ä¶",30354991,Rick Scott,2017-09-17,2017,2,2,33.0
909473164073332736,9.09482189829615e+17,#MedicareForAll means middle class families would save thousands of dollars. It’s financially smart and the moral thing to do. https://t.co/MPNxzJugz8,With local leaders in Everglades City to tour impacts of Hurricane Irma in the community. https://t.co/NbdpxNE3om,29442313,Rick Scott,2017-09-17,2017,3,3,45.0
909441163962306562,9.09490868821905e+17,"OTD in September 1787, the Constitution was signed by 39 delegates creating the foundation of our great nation's rule of law. https://t.co/F4wd6wx3a4",RT @FHPTrooper_SWFL: FHP Troopers visited Kirk's Fish Market on Marco Island to tour storm damage w/ @FLGovScott  #FHP https://t.co/1oxJmeZ‚Ä¶,1074480192,Rick Scott,2017-09-17,2017,3,3,36.0
909455172283269120,9.0949597419162e+17,"RT @Panthers: GAMEDAY! #KeepPounding

Everything you need to know: https://t.co/cGMCODn9aw https://t.co/T5EYwMXd4R",RT @FLSERT: Florida Hurricane #Irma Power Outage Numbers as of 9/17/2017 3:00 PM ET. PDF at: https://t.co/MdtDTxRJZf https://t.co/5N5Xz598r‚Ä¶,2964174789,Rick Scott,2017-09-17,2017,3,3,39.0
909459517817151488,9.09499438850297e+17,We must find common ground to improve care &amp; lower costs now—families in WA &amp; nationwide are counting on it. https://t.co/VRHgmhChwA,90% of power outages in homes and business statewide have been restored: https://t.co/yxtgl1n4c4,293131808,Rick Scott,2017-09-17,2017,2,2,42.0
909437511621074944,9.0949971859784e+17,everyone in #Florida should take a few minutes 2day to plan JUST IN CASE find ourselves with threat from a #HurricaneMaria later this week https://t.co/hJhwN0ewFE,See updates on Florida‚Äôs continued Hurricane Irma response efforts here: https://t.co/Lhz9nfzlWe,15745368,Rick Scott,2017-09-17,2017,2,2,43.0
909459517817151488,9.09505375774396e+17,We must find common ground to improve care &amp; lower costs now—families in WA &amp; nationwide are counting on it. https://t.co/VRHgmhChwA,".@PortEverglades, @PortCanaveral, @JAXPORT, &amp; @PortTampaBay continue to accept fuel &amp; FHP is actively escorting resupply trucks across FL.",293131808,Rick Scott,2017-09-17,2017,2,2,32.0
909508577655709696,9.09508585016713e+17,The recent storms have made one thing even clearer: mobile access to .gov websites is more important than ever. https://t.co/M7rmbTyCaj,We continue to take aggressive efforts to expedite refueling statewide- more information can be found here: https://t.co/VgjOpCj0DJ,946549322,Rick Scott,2017-09-17,2017,1,1,44.0
909507656154599425,9.09514741692985e+17,The #Equifax hack is extremely concerning &amp; we must act now to protect consumers. My op-ed in the @Salem_Statesman: https://t.co/YnwG8KtZy7,"The London attack is a reminder that we must not only remain vigilant, but also proactive in border security &amp; defense of our homeland. https://t.co/QPPjVawFEe",29201047,James Lankford,2017-09-17,2017,1,1,42.0
909499962446143489,9.09516935141969e+17,We need to make changes in the tax code that will increase take-home pay for hardworking families https://t.co/EgzYN9zmJl,RT @USNavy: FL Gov. Rick Scott thanks #USNavy Sailors from #USSIwoJima for recovery efforts following Hurricane #Irma - https://t.co/W7wTAS‚Ä¶,21269970,Rick Scott,2017-09-17,2017,3,3,38.0
909475575265468417,9.0951857910786e+17,"This #ConstitutionDay, let's recommit to the work of forming a more perfect union- rooted in cooperation, liberty &amp; respect for rule of law.",".@MyFWC has 41 additional officers, including Special Operations Group, in Monroe County, to continue operations in the Keys.",278124059,Rick Scott,2017-09-17,2017,2,2,39.0
